id,created_at,lang,lang_polyglot,retweeted,hashtags,company,user_screen_name,tweet_norm,profile_norm,auto_for,auto_against,auto_neutral,stance,confidence
520032356594233344,2014-10-09 02:05:50+00:00,en,en,False,"perthnews,secession",bhp,Paulie68,"“ @Barnsy_Lisa : premier swinging this morning , gst system , bhp , rio tinto , uber & healthway copping a spray slo_hash ” onya col slo_hash","sandgroper , wce , decent chap - according to my mother í ¼ í ¼ ",True,False,False,for,auto
701903441505816577,2016-02-22 22:56:35+00:00,en,en,False,,bhp,planetaux,bhp - bhp billiton announces simplified operating model to accelerate productivity and value creation https://t.co/XmdjKm7pgN,announcements from australian listed companies,True,False,False,for,auto
430525008402972672,2014-02-04 02:15:35+00:00,en,en,False,,bhp,medtechactuator,teen innovators compete for bhp billiton science and engineering awards http://t.co/PPwfH8QVGp,the actuator accelerates new industry opportunities through the development and uptake of game changing medical technologies .,True,False,False,for,auto
501782658913824768,2014-08-19 17:28:03+00:00,en,en,False,NatashaCann,bhp,Safety_Dance_,"slo_hash potash prices , oversupply scaring potential jansen partners : bhp : chief executive o ... http://t.co/nYdo6JyLQV @natasha_cann",nm cann pty ltd - safety dance the safety dance is a simple sequence of movements that mine workers follow to ensure they are safely attired for work .,True,False,False,for,auto
441734227411738624,2014-03-07 00:37:01+00:00,en,en,False,"WIRA,IWD2014",bhp,CMEWA,outstanding operator / technician / trade women in resources award presented to emma stevenson from bhp nickel west slo_hash slo_hash,the chamber of minerals and energy of western australia is the peak resources sector representative body in western australia,True,False,False,for,auto
676391751234379776,2015-12-14 13:22:14+00:00,en,en,False,"brisbane,qld",bhp,BrissieLiveNews,bhp billiton chief executive andrew mackenzie : diversity will help fuel innovation https://t.co/R6VXtRoelQ ( news ) slo_hash slo_hash,"live news feed from brisbane , queensland's largest news sources : brisbane times and courier mail .",True,False,False,for,auto
664593605231800320,2015-11-12 00:00:37+00:00,en,en,False,,bhp,HeathGilmore,bhp's reputation on the line - big pressure on ceo to answer whether company knew of potential dangers https://t.co/31525jua0H via @smh,"husband , father , saturday editor of sydney morning herald , lismore boy , hopeless romantic ( sharks supporter )",True,False,False,for,auto
938975526621868032,2017-12-08 03:36:25+00:00,en,en,False,,bhp,ourFemeconomy,"@WGEADirector libby lyons said , "" @bhp looked at their data and saw that sites with a better gender balance were not only more productive , but safer . "" @AmCham_QLD https://t.co/dYncuDaUev",you are the female economy whether you are a consumer or business owner . our approved brands = at least 50 % female owned or 30 % women on board of directors .,True,False,False,for,auto
964741380135424000,2018-02-17 06:00:43+00:00,en,en,False,TheStar,bhp,Mtr_Sprtz_Q,"slo_hash : auto education and careers take centre stage at the slo_year autoshow - as the retail automobile industry continues to grow and evolve , career opportunities in this sector for men and women of all ages have never been greater . https://t.co/1sW7SwBhpJ","we support & love motor racing ( most categories ) , especially in queensland , australia . tweets by @TferThomas ( tt ) & @Scooterwrecker ( sw )",True,False,False,for,auto
992250791858597889,2018-05-04 03:53:18+00:00,en,en,False,"coal,BHP",bhp,BobBurtonoz,2 ) two comments in particular undercut the new slo_hash power advocacy of the minerals council of australia on behalf of slo_hash etc - first energy â ­ security board chairwoman kerry schott stating https://t.co/aRXNnVtmmE,"coalwire editor ( weekly email digest on coal - signup https://t.co/xVDdBc2aYj , archive https://t.co/HPJLGruTFL ) & co-author big coal : australia's dirtiest habit",True,False,False,for,auto
933827342270595078,2017-11-23 22:39:22+00:00,en,en,False,,bhp,daily_mercury,42 locals are celebrating in the lead up to christmas after receiving an offer to start an apprenticeship with bhp billiton mitsubishi alliance . https://t.co/nEg51xwZKx,the daily mercury has provided timely and relevant news to the diverse mackay region for over 140 years ! tips : news@dailymercury.com.au,True,False,False,for,auto
800891103880720384,2016-11-22 02:38:13+00:00,en,en,False,"FairAndInclusiveWorkplaces,HumanRightsMonth2016",bhp,Fair_Inclusive,bhp will hire for capability not experience to get 50 per cent women for slo_hash via @DCC_AU slo_hash https://t.co/yNclRlTGik,"adcq is qld's independent body responsible for dealing with complaints of discrimination , sexual harassment and other objectionable behaviour .",True,False,False,for,auto
440259325723172864,2014-03-02 22:56:17+00:00,en,en,False,,bhp,minresources,bhp profits benefit from efficiency and productivity gains http://t.co/ptGh92oQel,"keeping you updated with the latest news on all aspects of the minerals and resources industry . informa run a wide variety of mining , oil and gas events .",True,False,False,for,auto
702390538440462336,2016-02-24 07:12:08+00:00,en,en,False,BHPBilliton,bhp,MiningOilGas1,"slo_hash has announced a business unit restructure , including a change in leadership for wa iron ore : https://t.co/dZmrY9cmyY",the australian mining review and the australian energy review,True,False,False,for,auto
783089336606523392,2016-10-03 23:40:21+00:00,en,en,False,,bhp,Chas_Knights,bhp on the weekly chart shows potential break of the 50 % resistance https://t.co/s1pFQJzniQ,retired broker who still can't keep away from the charts . all comments are my own and should not be taken as advice .,True,False,False,for,auto
930929163044716545,2017-11-15 22:43:02+00:00,en,en,False,,bhp,ozmining,bhp sees solar and wind potential for us legacy mines https://t.co/EG2bebk6cL,"am magazine provides an online space where the mining community can share ideas and upload news , products , company profiles and events information .",True,False,False,for,auto
912103457544269824,2017-09-24 23:56:24+00:00,en,en,False,Pilbara,bhp,bmacmc,thx to @bhp @NAWO_Australia is holding a series of programs in the slo_hash in october to support regional women achieve their goals .,board chair | future ready workplace advocate | diversity champion | learner | reader | listener | speaker | mentor | views mine .,True,False,False,for,auto
925957932864348160,2017-11-02 05:29:09+00:00,en,en,False,,bhp,mindthequitygap,@TroyRoderick asking what stops men supporting workplace gender equity ? great qu . @bhp @_Van_torres @ConradLiveris https://t.co/xQXBdIPcOe,driven to make a difference-lead with heart & head-idle mum of one-wife of none-hopeful steffi-love topics taboo-slo_hash-big believer wa can do better,True,False,False,for,auto
527332000143646720,2014-10-29 05:32:00+00:00,en,en,False,Pilbara,bhp,PilbaraRC,bhp's slo_cash telethon pledge will also support a new program targeting aboriginal health issues in the slo_hash . http://t.co/HtKhfVM63q,"the pilbara regional council is focused on advancing the pilbara region of western australia , on behalf of its four local governments . check our facebook page .",True,False,False,for,auto
605895945042075650,2015-06-03 00:37:04+00:00,en,en,False,,bhp,planetaux,bhp - industry must lead on sustainability and innovation says bhp billiton http://t.co/TZ2qN7KXZK,announcements from australian listed companies,True,False,False,for,auto
889396037953085441,2017-07-24 08:05:14+00:00,en,en,False,,bhp,abcperth,coming up : @RioTinto joins @BHP in promising more apprenticeships for locals next year . is the wa economy finally picking up ? í ½ í ³ ± 0437 922 720,abc local radio perth & abc news i listen online : https://t.co/ThPW2gXKY0 this is an official @abcaustralia account .,True,False,False,for,auto
783826893451558912,2016-10-06 00:31:08+00:00,en,en,False,oilandgas,bhp,EonNRG,bhp may potentially invest usslo_cash in slo_hash - “ underlying fundamentals ” in oil and gas “ improving quicker than our mineral commodities . ”,"eon nrg limited ( asx : e2e ) is an e & p company focused on slo_hash production and exploration in onshore usa , listed on slo_hash $ e2e slo_hash slo_hash slo_hash",True,False,False,for,auto
340243734019051521,2013-05-30 23:10:02+00:00,en,en,False,,bhp,RESA_Australia,technology to drive productivity in bhp's coal business http://t.co/1xxmN8Hwv0,"human capital development for mining and resources companies , slo_hash , slo_hash , slo_hash , slo_hash . twitter account .",True,False,False,for,auto
803761728232235010,2016-11-30 00:45:03+00:00,en,en,False,,bhp,TaniadeJong,bhp director carolyn hewson talks about the samarco dam collapse over a year ago @Cinnovation read the article : https://t.co/4Uyh3zjHzs,"slo_hash slo_hash slo_hash , slo_hash journeywoman , slo_hash  slo_hash slo_hash catalyst , founder creative universe , @CreativityAust , @Cinnovation",True,False,False,for,auto
953912322669518848,2018-01-18 08:49:55+00:00,en,en,False,,bhp,KodyXavier,@DHughesy @bhp just another emotional tool to try and sway people away from renewables and inspire misplaced nostalgia really ...,enigmatic non-superhero from down under ! no didgeridoo to speak of  though i can play a vacuum cleaner tube with gusto !,True,False,False,for,auto
928052647587749888,2017-11-08 00:12:48+00:00,en,en,False,DefendEnviroOrgs,bhp,FoEAustralia,it's great to see @bhp showing leadership & distancing itself from the mineral council's long campaign against green groups . slo_hash https://t.co/RCl1AkVv47,friends of the earth ( foe ) australia is a federation of grassroots community groups working for a socially equitable and environmentally sustainable future .,True,False,False,for,auto
888576338755440640,2017-07-22 01:48:02+00:00,en,en,False,wapol,bhp,RickNewnham,"great news from @bhp on much needed apprentice & trainee role creation , a boost for regional wa & the economy https://t.co/6MSAJ7P4vx slo_hash","chief economist , chamber of commerce & industry of western australia @CCI_WA , global shaper @wef , state advisory council member @ceda_news , gst reformist .",True,False,False,for,auto
962879891128573952,2018-02-12 02:43:50+00:00,en,en,False,STEMAwards2018,bhp,SebelFurniture,"congratulations to winners oliver nicholls , minh nga nguyen and angelina aurora from @STANSW_YS on their slo_year bhp billiton foundation science and engineering awards . these young scientists efforts for stem are truly inspiring . slo_hash",,True,False,False,for,auto
442804701697171456,2014-03-09 23:30:42+00:00,en,en,False,,bhp,minresources,bhp profits benefit from efficiency and productivity gains http://t.co/xT6j14RnKz,"keeping you updated with the latest news on all aspects of the minerals and resources industry . informa run a wide variety of mining , oil and gas events .",True,False,False,for,auto
720868251375263744,2016-04-15 06:55:58+00:00,en,en,False,,bhp,Mining_EnergySA,congratulations to jacqui mcgill from bhp billiton olympic dam for winning the sa nomination at the slo_year women's leadership symposium,the south australian chamber of mines and energy  the leading industry body representing the resources sector in south australia .,True,False,False,for,auto
707715900175069184,2016-03-09 23:53:13+00:00,en,en,False,,bhp,MiningNewsNet,. @diggersndealers chair urges govt to push mining innovation as @bhpbilliton ' s olympic dam impresses @JoshFrydenberg https://t.co/vJOwV9Po2A,australia's leading source of daily mining and investment news .,True,False,False,for,auto
777714727308767232,2016-09-19 03:43:34+00:00,und,en,False,,bhp,planetaux,bhp - bhp billiton launches inaugural technology and innovation award https://t.co/itprvQhG6h,announcements from australian listed companies,True,False,False,for,auto
897957392754724864,2017-08-16 23:05:00+00:00,en,en,False,BHP,bhp,curtinict,great to be attending ceos for gender equity speaker dr michael kimmel . thanks slo_hash @mindthequitygap,"wa science advocate , maker of research partnerships @Curtinuni , wce supporter , hubby 2 1 and dad 2 4 . views my own especially friday nights",True,False,False,for,auto
513822373682757633,2014-09-21 22:49:34+00:00,en,en,False,Business,bhp,TweetingRoo,australia : > coke is it : bhp to lift coal output through productivity - the australian ( blog ) http://t.co/UNmdQiTTDN slo_hash,"aussie matters & issues from around australia . politics , business , finance & other news items as they happen .",True,False,False,for,auto
482081461802004480,2014-06-26 08:42:31+00:00,en,en,False,,bhp,WirraFoundation,our bhp @WestCoastEagles indigenous leadership program students with @hillydard33 @RealNaitanui @Andyk_08 @grabz86 http://t.co/ROpQyo8mH4,official twitter page of the wirrpanda foundation . promoting role models & healthy life choices to aboriginal and torres strait islander people .,True,False,False,for,auto
688944332053712896,2016-01-18 04:41:43+00:00,en,en,False,"mining,resources,bhp",bhp,TJProFencer,bhp billiton boss andrew mackenzie turns up the dial on gender diversity https://t.co/umetbH0xCI via @canberratimes slo_hash slo_hash slo_hash,"i love excellent craftsmanship in the building area . also love motorbikes , cars , technology , nature , beautiful women and native animals .",True,False,False,for,auto
410554376667660288,2013-12-10 23:39:25+00:00,en,en,False,,bhp,FayeLongmuir,bhp beats rio with lower cost-efficiency estimate http://t.co/48PyAiGwJa,financial planner & stockbroker - help clients meet their needs . views my own not my employers . no advice given . strong advocate for the hunger project,True,False,False,for,auto
789233375156461568,2016-10-20 22:34:34+00:00,en,en,False,,bhp,WomensAgenda,fifty percent female : bhp ’ s massive ambition for workplace gender diversity https://t.co/PzrQwvAEbu,"news for slo_hash and slo_hash covering leadership , tech , business , politics & life . subscribe https://t.co/pXZQsgC33j",True,False,False,for,auto
520124094184824834,2014-10-09 08:10:22+00:00,en,en,False,,bhp,wabusinessnews,"bhp , rio under attack  govt slashes jobs  georgiou-aldi  wa opera  healthway  mutiny gold , gr engineering  west ... - http://t.co/uNHMvyHfPp","news , insights and events that connect you to business opportunities in western australia . engaging business people http://t.co/JqbxxUF8N6 slo_hash slo_hash",True,False,False,for,auto
451974457880358912,2014-04-04 06:48:02+00:00,en,en,False,,bhp,MrFrugii,""" @smh : bhp billiton has secured key tax exemptions for a potential slo_cash demerger . http://t.co/q48Bwd9CIw "" why we are in debt","i make ice cream , gelato , sorbet , cakes , and chocolate from start to finish ! . frugii dessert laboratory cook .",True,False,False,for,auto
609120958381600768,2015-06-11 22:12:08+00:00,en,en,False,,bhp,ozmining,bhp billiton and beyondblue embark on mental health roadshow in the pilbara http://t.co/hbdQzxqf9C,"am magazine provides an online space where the mining community can share ideas and upload news , products , company profiles and events information .",True,False,False,for,auto
935637231552868353,2017-11-28 22:31:13+00:00,en,en,False,,bhp,TopBrisbaneNow,bhp billiton aims for productivity savings of slo_cash https://t.co/qFWT1eDmUN,breaking news and weather updates from brisbane .,True,False,False,for,auto
970500408815902720,2018-03-05 03:25:03+00:00,en,en,False,,bhp,HotRubbleMining,"specialist mechanical hoist wanted to help provide management , leadership & coordination of activities within the hoisting maintenance team at bhp's olympic dam , residential / fifo role , https://t.co/QVyNfJtCNc","http://t.co/PhDjfD4R is a website dedicated to south australian mining careers , training and the development of workforce in sa",True,False,False,for,auto
935289026939990016,2017-11-27 23:27:35+00:00,en,en,False,"mining,ausbiz",bhp,BusinessDay,. @bhp flags slo_cash in productivity gains from oz mining over 2 years slo_hash slo_hash https://t.co/4aJcbD7o5a,"the complete view of business published on fairfax media websites , including @smh , @theage , @watoday , @canberratimes , @brisbanetimes",True,False,False,for,auto
694037372921511938,2016-02-01 05:59:38+00:00,en,en,False,QMEA,bhp,QRCouncil,today @bhpbilliton & slo_hash kick-started a fantastic new partnership 4 apprentices looking to up their learning & develop career-ready skills,the official twitter page of the queensland resources council,True,False,False,for,auto
809046146878316544,2016-12-14 14:43:27+00:00,en,en,False,,bhp,epi_punk,"i mean i guess it's good in terms of "" the private sector dwarfs the health sector , tax bhp more "" , maybe ? i dunno . that's a long chain .","epi methodology nerd , working on prison health , slo_hash , hep c , sexual health . mostly harmless .",True,False,False,for,auto
876643255831715842,2017-06-19 03:30:14+00:00,en,en,False,,bhp,AATInfoService,bhp recruited seven apprentice electricians and plant mechanics to its mt arthur coal mine at muswellbrook . https://t.co/K5Pho1A03m,this service provides up to date information and a range of resources on all aspects of australian apprenticeships and traineeships . https://t.co/tLMBHgwgNi,True,False,False,for,auto
436448197590802432,2014-02-20 10:32:13+00:00,en,en,False,,bhp,tazzietiger66,bhp blast prompts health warning http://t.co/ImKu3KBXFA,tasmania,True,False,False,for,auto
988316557532155904,2018-04-23 07:20:04+00:00,en,en,False,,bhp,HotRubbleMining,"construction manager mine wanted to provide leadership , management expertise and direction to bhp's brownfields expansion project ( bfx ) for the execution phase of this highly complex , large scale underground project . https://t.co/ZDoOoJ6sOO","http://t.co/PhDjfD4R is a website dedicated to south australian mining careers , training and the development of workforce in sa",True,False,False,for,auto
845060552124616704,2017-03-23 23:51:50+00:00,en,en,False,,bhp,ndygroup,we hosted @gbcaus meet the stars 6 star green star leadership . our own leigh gibb presented @BHPBilliton city square 6 star project https://t.co/yRfv4NsUe9,"ndy , a tetra tech company , is a global engineering consultancy committed to our people and clients . our purpose is making spaces work . https://t.co/PZ5CzAQFqN",True,False,False,for,auto
868028103762657280,2017-05-26 08:56:41+00:00,en,en,False,9News,bhp,9NewsAdel,watch : holden workers facing unemployment have been offered a potential lifeline by mining giant bhp . @EdwardGodfrey9 slo_hash https://t.co/8o8tsvzDqY,"adelaide's nine news with @KateCollins9 and @BrentonRagless , nightly at 6.00 pm on @Channel9 . community guidelines : http://t.co/h3hABkSNCP",True,False,False,for,auto
994049357803675648,2018-05-09 03:00:10+00:00,en,en,False,,bhp,MonashScholars,amazing photos in the wimmera mail-times from the @cwaofnsw annual conference including one of our very own slo_year bhp billiton jms jillian kilby @JillianKilby ! jillian was a guest speaker as the slo_year winner of the nsw / act agrifutures rural women ’ s award . https://t.co/5bHwz0CXQi,postgraduate scholarships for outstanding australians at leading international universities,True,False,False,for,auto
926691743361269760,2017-11-04 06:05:03+00:00,en,en,False,"mining,APRC2017",bhp,GermanChamberOz,a fantastic keynote and panel for @AprcPerth today on slo_hash innovation partnership with diamond sponsor @BHP . slo_hash,we represent the german economy and promote bilateral trade . view @AprcPerth to look back at our major industry and policy event .,True,False,False,for,auto
501607647041572865,2014-08-19 05:52:37+00:00,en,en,False,"ASX,ozearnings",bhp,morgansAU,"reporting season - our summary of results from bhp , qbe , dick smith , sonic healthcare and more : http://t.co/HVeWCb8P1n slo_hash slo_hash","australia's largest national full-service retail stockbroking and wealth management network , operating from offices in all states and territories .",True,False,False,for,auto
937864130278674432,2017-12-05 02:00:07+00:00,en,en,False,,bhp,HotRubbleMining,"area manager mine wanted to provide leadership & direction for the execution phase of bhp's brownfields expansion project , adelaide based , regular travel , https://t.co/Xr8kS9PKVd","http://t.co/PhDjfD4R is a website dedicated to south australian mining careers , training and the development of workforce in sa",True,False,False,for,auto
889407154033176577,2017-07-24 08:49:24+00:00,en,en,False,,bhp,ChallengeLukeyD,bhp to increase apprentice and trainee intake - australian mining https://t.co/wlw49FsGsL,lukey d - 20 years of age . a lover of life .,True,False,False,for,auto
528784374041292800,2014-11-02 05:43:13+00:00,en,en,False,Telethon,bhp,medifydaily,slo_hash : slo_cash + donors aust capital equity bhp crown jwh lexus perth mccusker minderoo foundation ramsay health tim roberts wesfarmers govt,discover who's doing what in australia's dynamic medicann industry . apply now for free daily newsletter trial at https://t.co/foZp5TBhoj,True,False,False,for,auto
377220372258516992,2013-09-10 00:01:59+00:00,en,en,False,,bhp,Careers_Energy,bhp billiton's - nickel west slo_year apprenticeship program is now recruiting in wa . applications close 15 sept . http://t.co/HKljOh7mZe,"find a top job in demand and power to success in your career in the energy , mining and telecommunications industries .",True,False,False,for,auto
918600669006663680,2017-10-12 22:14:00+00:00,en,en,False,,bhp,ASIC_Connect,"@RebeccaAkao @Computershare @bhp @abcnews @SBSNews @acccgovau @asicmedia if you want to report potential misconduct , you can do so at https://t.co/Nl3gkSD6sB",official twitter page of asic's registry – @ASIC_Connect . here you can get the latest on doing business with us . this page is monitored during business hours .,True,False,False,for,auto
928492622355734528,2017-11-09 05:21:06+00:00,en,en,False,JenniferWestacott,bhp,McilwainHeather,good on you @CEWAus member and @BCAcomau ceo slo_hash for ‘ women in leadership ’ showcasing leaders @ashurst & @bhp,ceo @CEWAus,True,False,False,for,auto
819444318427459588,2017-01-12 07:22:04+00:00,en,en,False,,bhp,bindigove,how education can unleash potential and produce transformative outcomes @bhpbilliton @AIEFoundation https://t.co/NekCDPzHrb,"interested in resources , energy , tourism , politics , fitness , business , economics , regional development . tweets are mine .",True,False,False,for,auto
675453525132976129,2015-12-11 23:14:04+00:00,en,en,False,,bhp,ConstHunter,in the news : bhp to ramp up olympic dam productivity but will cut jobs https://t.co/DqO6SZppfc https://t.co/3hAZW49FbL,"australia's most advanced employment centre for the construction , mining and resources industries . giving the power back to candidates .",True,False,False,for,auto
788958389313372160,2016-10-20 04:21:52+00:00,en,en,False,,bhp,getaminingjob,"bhp billiton sets a 5slo_time gender target for slo_year if the ambitious target is achieved , it will represent a ... https://t.co/wTVCCfjlL8","job board for the australian mining , oil and gas industries",True,False,False,for,auto
909987153215594497,2017-09-19 03:46:58+00:00,en,en,False,,bhp,DeliaDentRoques,who would have thought gender balance leadership would come from a miner ? respect to bhp . https://t.co/5zNTQAXHHC,"solutions advisor @DXC | helping slo_hash providers on slo_hash , slo_hash & slo_hash journey toward patient centred care | latin dance enthusiast",True,False,False,for,auto
600304061187928067,2015-05-18 14:16:55+00:00,en,en,False,,bhp,BaldyMcBaldhead,"two headlines in today's smh "" government axes child health checks "" "" billions sent to bhp tax havens "" says it all really about this govt","if there was an observer on mars , they would probably be amazed that we have survived this long . noam chomsky",True,False,False,for,auto
707820844161044483,2016-03-10 06:50:14+00:00,en,en,False,,bhp,GPRDehler,bhp s iron ore boss says overhaul to quickly unleash potential https://t.co/DnFHgQcnC5,"immersive learning , business simulations , cognitive science , innovation .",True,False,False,for,auto
322200179094745090,2013-04-11 04:11:23+00:00,en,en,False,"resources,ironore",bhp,wabusinessnews,aust needs productivity plan : bhp : slo_hash slo_hash http://t.co/lBbRrMPUbv,"news , insights and events that connect you to business opportunities in western australia . engaging business people http://t.co/JqbxxUF8N6 slo_hash slo_hash",True,False,False,for,auto
839235754177904640,2017-03-07 22:06:10+00:00,en,en,False,"afrsummit,womensday2017",bhp,MrJThomson,"andrew mackenzie of @bhpbilliton says there is an "" uncontestable "" busineee case for gender diversity slo_hash slo_hash https://t.co/hsND7e3bgr",chanticleer columnist at the australian financial review ( the little chook ) and watcher of australia's rich . husband . dad . go pies . https://t.co/e9uwqxRvbG,True,False,False,for,auto
336653175035686912,2013-05-21 01:22:26+00:00,en,en,False,,bhp,Careers_Energy,applications are now open for the bma slo_year apprentice intake ( bhp billiton / mitsubishi alliance ) http://t.co/IcSf3dLeib,"find a top job in demand and power to success in your career in the energy , mining and telecommunications industries .",True,False,False,for,auto
435934249087029248,2014-02-19 00:29:58+00:00,en,en,False,"coal,ausbiz,mining",bhp,LouCaruana,$ bhp has moved with brutal efficiency to lift the profitability of its qld slo_hash operations . slo_hash slo_hash http://t.co/bipOV5rQOc,"editor specialising in slo_hash , slo_hash slo_hash and slo_hash commentator on productivity & technology . follower of all football codes .",True,False,False,for,auto
621466511056580608,2015-07-15 23:48:57+00:00,en,en,False,,bhp,AusPolitic,"sunday marxism : "" women of steel "" : “ women of steel ” is the story of 34 migrant women who rolled steelmaker bhp ... http://t.co/FhAVu3ZUm3","english emigrant and australian citizen interested in politics having seen the uk from before thatcher to new labour and blair , then howard to shorten in aus .",True,False,False,for,auto
789213050695856128,2016-10-20 21:13:48+00:00,da,en,False,,bhp,CMacKinnonAUS,bhp billiton sets a 5slo_time gender target for slo_year https://t.co/V8MDJXouQt,"principal , inq , advisor , ca male champions of change , board member , women for election australia slo_hash slo_hash slo_hash",True,False,False,for,auto
707751412441157633,2016-03-10 02:14:20+00:00,en,en,False,,bhp,Imparja_News,"efficiency improvements , innovation at olympic dam impress fed energy minister ( via the advertiser ): bhp ... https://t.co/8nwpylzCcz",( channel 9 remote ) broadcasting from the red centre imparjanews@imparja.com.au,True,False,False,for,auto
798822836068417536,2016-11-16 09:39:40+00:00,en,en,False,,bhp,ASXwatcher007,"evening all , asx moves today bhp slo_cash down 57c , csl slo_cash down slo_cash , sonic healthcare slo_cash up 35c , woodside slo_cash up 71c",sharemarket watcher,True,False,False,for,auto
868983980552368128,2017-05-29 00:15:00+00:00,en,en,False,,bhp,news_hv,"singleton , scone go head-to-head in bhp billiton hunter valley group 21 women's league tag competition https://t.co/pzetG5M2IJ",the upper hunter's free weekly newspaper .,True,False,False,for,auto
661357956894625792,2015-11-03 01:43:19+00:00,en,en,False,,bhp,AquaGasAU,"ge and bhp partner on efficient , low-emission mining operations :: industry news :: ... https://t.co/A5np0K8xw4",environmental monitoring - pollution control,True,False,False,for,auto
519335152044875776,2014-10-07 03:55:23+00:00,en,en,False,,bhp,AndrewRHeaton,bhp aims to reduce costs and increase productivity http://t.co/XMdkKC8wRD via @sharethis,"industry journalist / section editor ( construction ) at sourceable , an online news service for the architecture , construction and engineering sector in australia .",True,False,False,for,auto
837447076363571201,2017-03-02 23:38:36+00:00,en,en,False,"perthconvention,perth,cme,bhpbilliton,chevron",bhp,Paydirt_Media,celebrating the successes of women in resources at the slo_hash slo_hash slo_hash slo_hash slo_hash ... https://t.co/YwYGdiRAbQ,breaking mining news updates . we publish ' australia's paydirt ' & ' gold mining journal ' + the organisation of conference events for the resources sector .,True,False,False,for,auto
838285198450053120,2017-03-05 07:09:00+00:00,en,en,False,BeBoldForChange,bhp,NAWO_Australia,slo_hash like bhp billiton and join nawo for international women's day ( wed ) ! join our supportive community ! https://t.co/ON3d2fuZXc,national association of women in operations . our vision is for a world where women and men can be equally represented and valued at every level .,True,False,False,for,auto
792121760594272256,2016-10-28 21:51:59+00:00,en,en,False,,bhp,StephanieAsher1,without workforce gender equality targets we have been going backwards . well done bhp billiton . https://t.co/UllLAp6Mgm,love life ’ s fun & sport . always hawks . susan alberti biographer . nervous all year about surf bronze requal . geelong councillor - bellarine ward . views my own .,True,False,False,for,auto
